emp_no,first_name,last_name,from_date,to_date,title
292110,Menkae,Showalter,8/9/1996,8/9/1997,Engineer
292146,Khatoun,Pulkowski,1/11/1998,1/11/1999,Engineer
292210,Masaru,Huhdanpaa,11/23/1996,11/23/1997,Engineer
292374,Shridhar,Chvatal,10/2/1989,10/2/1990,Staff
292404,Hongzue,Zultner,2/22/1990,2/22/1991,Senior Staff
292504,Georgi,Bednarek,3/2/1994,3/2/1995,Engineer
292515,Bernd,Thummel,8/3/1989,8/3/1990,Assistant Engineer
292828,Ziya,Tokunaga,1/8/1986,1/8/1987,Engineer
292901,Shuky,Journel,2/14/1985,2/14/1986,Engineer
293080,Hideyuki,Slaats,5/30/1987,5/29/1988,Senior Staff
293154,Syozo,Maliniak,11/9/1992,11/9/1993,Senior Staff
293280,Moti,Steenbeek,1/22/1987,1/22/1988,Engineer
293329,Fumiya,Griswold,6/12/1986,6/12/1987,Engineer
293746,Sanjay,Litecky,8/27/1995,8/26/1996,Engineer
293752,Jungsoon,Bail,2/18/1986,2/18/1987,Senior Staff
294144,Takanari,Ermel,1/11/1992,1/10/1993,Senior Staff
294241,Marl,Fiebach,7/26/1994,7/26/1995,Senior Staff
294446,Claudi,Ruemmler,8/13/1999,8/12/2000,Staff
294461,Siddarth,Rosiles,11/18/1985,11/18/1986,Senior Engineer
294527,Ashish,Candan,2/2/1992,2/1/1993,Senior Staff
294652,Hironobu,Brodie,9/17/1985,9/17/1986,Engineer
294791,Vesna,Lammel,10/8/1999,10/7/2000,Assistant Engineer
294857,Caolyn,Ozeri,7/29/1986,7/29/1987,Engineer
294996,Tomoyuki,Vigier,7/8/1991,7/7/1992,Senior Staff
295030,Fun,Keirsey,7/9/1985,7/9/1986,Senior Staff
295236,Kauko,Fujisawa,9/13/1987,9/12/1988,Engineer
295254,Xuejun,Pfau,7/24/1985,7/24/1986,Senior Staff
295255,Jacopo,Bellone,3/13/1988,3/13/1989,Technique Leader
295262,Moon,Pews,8/6/1994,8/6/1995,Assistant Engineer
295268,Eben,Calkin,12/19/1996,12/19/1997,Senior Staff
295278,Val,Barvinok,1/2/1990,1/2/1991,Assistant Engineer
295411,Chiranjit,Serot,4/4/1997,4/4/1998,Staff
295476,Shawna,Chiodo,1/22/1999,4/5/1999,Engineer
295857,Kankanahalli,Ciolek,12/26/1989,12/26/1990,Senior Staff
296062,Shaz,Driscoll,10/3/1998,10/3/1999,Staff
296303,Mariangiola,Heyers,8/4/1992,8/4/1993,Technique Leader
296428,Charmane,Simmen,3/7/1989,3/7/1990,Senior Staff
296610,Pranav,Berztiss,10/6/1990,10/6/1991,Senior Engineer
296621,Bokyung,Plump,7/5/1986,7/5/1987,Technique Leader
296664,Dipayan,Geffroy,9/17/1987,9/16/1988,Senior Engineer
296687,Palash,Spieker,5/11/1991,5/10/1992,Senior Staff
296718,Kamakshi,Bahl,12/22/1987,12/21/1988,Senior Engineer
296962,Wilmer,Luke,2/13/1987,2/13/1988,Technique Leader
297008,Boutros,Awdeh,11/7/1985,11/7/1986,Staff
297232,Lokesh,Saoudi,5/25/1999,5/24/2000,Senior Staff
297243,Tesuya,Mansanne,10/8/1993,10/8/1994,Senior Staff
297431,Cathie,Ratnakar,6/23/1996,6/23/1997,Senior Staff
297474,Irena,Terkki,3/11/1998,3/11/1999,Staff
297804,Vasilis,Ginneken,9/13/1985,9/13/1986,Engineer
297905,Marc,Bahl,6/18/1997,6/18/1998,Assistant Engineer
297954,Sailaja,Fujisaki,7/24/1995,7/23/1996,Assistant Engineer
298339,King,Benzmuller,9/4/1986,9/4/1987,Engineer
298479,Kamakshi,Badache,6/11/1996,6/11/1997,Staff
298577,Florina,Litecky,12/2/1985,12/2/1986,Senior Staff
298953,Zita,Syang,12/29/1998,12/29/1999,Staff
299346,Fumitake,Sichman,2/21/1991,2/21/1992,Senior Staff
299580,Luisa,Itzfeldt,1/23/1997,1/23/1998,Engineer
299718,Denny,Shobatake,6/22/1997,6/22/1998,Senior Staff
299737,Patricio,Itzfeldt,5/21/1985,5/21/1986,Senior Staff
400046,Hilari,Christ,1/19/1991,1/19/1992,Senior Staff
400344,Yishai,Sessa,8/21/1996,8/21/1997,Engineer
400358,Angus,Jullig,4/13/1989,4/13/1990,Engineer
400683,Kamakshi,Manders,8/5/1995,8/4/1996,Staff
400780,Poornachandra,Asser,11/7/1993,11/7/1994,Engineer
400796,Bodo,Halevi,5/30/1996,5/30/1997,Engineer
401154,Danae,Kragelund,5/20/1987,5/19/1988,Senior Staff
401278,Oguz,Schurmann,11/11/1986,11/11/1987,Assistant Engineer
401333,Martins,Shokrollahi,11/4/1986,11/4/1987,Engineer
401364,Pranay,Kambil,7/30/1999,7/29/2000,Senior Staff
401420,Florian,Uhrig,1/31/1987,1/31/1988,Senior Staff
401574,Yannik,Falco,1/15/1988,1/14/1989,Technique Leader
402025,Shigehito,Duclos,9/20/1987,9/19/1988,Engineer
402102,Kersti,Granlund,3/19/1995,3/18/1996,Engineer
402223,Fai,Breugel,2/27/1995,2/27/1996,Staff
402664,Subhada,Janetzko,1/25/1987,1/25/1988,Senior Engineer
402718,Jeanna,Rettelbach,2/14/1990,2/14/1991,Engineer
402827,Weidon,Pollacia,2/27/1988,2/26/1989,Senior Staff
403010,Toshimitsu,Sluis,2/18/1985,2/18/1986,Senior Engineer
403237,Muneo,Gunderson,12/8/1985,12/8/1986,Engineer
403455,Marko,Velardi,11/22/1992,11/22/1993,Engineer
403621,Deborah,Kaminger,6/4/1988,6/4/1989,Senior Staff
403644,Krisda,Hainaut,7/8/1995,7/7/1996,Senior Staff
403954,Jeanna,Bratten,7/26/1990,7/26/1991,Engineer
404018,Valery,Babb,10/19/1998,10/19/1999,Senior Engineer
404236,Zengping,Kakkar,7/22/1988,7/22/1989,Engineer
404462,Anestis,Setlzner,7/13/1985,7/13/1986,Engineer
404573,Eberhardt,Spelt,7/5/1997,7/5/1998,Staff
404755,Manu,Junet,4/20/1991,4/19/1992,Senior Staff
404788,Basem,Beausoleil,3/16/1998,3/16/1999,Engineer
404879,Jeanne,Kaminger,7/21/1987,7/20/1988,Engineer
405015,Morris,Fargier,6/29/1988,6/29/1989,Senior Staff
405063,Yechezkel,Yurov,11/30/1998,11/30/1999,Senior Engineer
405372,Masami,Merro,9/23/1988,9/23/1989,Senior Staff
406125,Georgi,Portugali,9/27/1987,9/26/1988,Technique Leader
406239,Marek,Tomescu,5/15/1995,5/14/1996,Engineer
406249,Naraig,Snyers,12/3/1986,12/3/1987,Senior Engineer
406299,Kitty,Kolvik,10/7/1991,10/6/1992,Engineer
406537,Martien,Ranum,3/15/1993,3/15/1994,Senior Engineer
406564,Parviz,Picco,4/16/1995,4/15/1996,Engineer
406714,Malu,Ossenbruggen,11/21/1986,11/21/1987,Senior Staff
406847,Alexius,Crouzet,10/5/1999,10/4/2000,Staff
407522,Tommaso,Raczkowsky,8/29/1996,8/29/1997,Staff
407837,Fei,Erez,10/15/1986,10/15/1987,Engineer
408019,Shridhar,Chleq,3/22/1986,3/22/1987,Assistant Engineer
408114,Geoffrey,Ladret,1/3/1994,1/3/1995,Engineer
408163,Irene,Sethi,9/6/1996,9/6/1997,Senior Engineer
408417,Tsz,Daescu,1/29/1994,1/29/1995,Staff
408435,Bikash,Vilarrasa,3/26/1999,3/25/2000,Staff
408437,Uno,Solares,9/22/1994,9/22/1995,Senior Staff
408447,Mayuri,Werthner,8/19/1990,8/19/1991,Senior Staff
408654,Yongqiao,Cochrane,10/27/1986,10/27/1987,Senior Staff
408953,Jolita,Claffy,12/24/1993,12/24/1994,Senior Engineer
409112,Sahrah,Mitchem,3/28/1991,3/27/1992,Senior Staff
409391,Willard,Verspoor,2/28/1999,2/28/2000,Engineer
409712,Etsuo,Andreotta,3/28/1992,3/28/1993,Engineer
409798,Dekang,Tsunoo,1/19/1995,1/19/1996,Technique Leader
409805,Frazer,Candan,3/5/1999,3/4/2000,Senior Engineer
409898,Divier,Ishibashi,9/22/1989,9/22/1990,Engineer
410028,Xiadong,McClurg,9/17/1985,9/17/1986,Senior Staff
410372,Duri,Mitina,3/4/1990,3/4/1991,Engineer
410433,Kazuhisa,Riesenhuber,10/6/1992,10/5/1993,Senior Engineer
410592,Tonia,Shigei,3/13/1993,3/13/1994,Staff
410616,Gudjon,Kalorkoti,4/14/1994,4/14/1995,Engineer
410703,Kitty,Halloran,11/20/1997,11/20/1998,Staff
410804,Ronnie,Denos,6/8/1992,6/8/1993,Engineer
410881,Koichi,Grabner,4/24/1990,4/24/1991,Senior Engineer
411070,Otmar,Brandsma,5/28/1987,5/27/1988,Engineer
411082,Martine,Cangellaris,4/28/1992,4/28/1993,Engineer
411143,Goncalo,Barbanera,9/1/1996,9/1/1997,Senior Staff
411727,Weiwu,Lamma,11/5/1997,11/5/1998,Staff
411906,Anneli,Pappas,7/4/1998,9/19/1998,Engineer
412315,Geoff,Peck,1/8/1999,3/26/1999,Staff
412404,Mitsuyuki,Jeansoulin,10/28/1999,10/27/2000,Senior Engineer
412757,Leen,Peak,11/20/1999,11/19/2000,Engineer
413098,Hsiangchu,Taubenfeld,4/17/1993,4/17/1994,Senior Staff
413205,Mototsugu,Prampolini,6/12/1988,6/12/1989,Senior Staff
413554,Elvia,Schwartzburd,10/16/1991,10/15/1992,Engineer
413666,Remco,Duclos,4/18/1988,4/18/1989,Senior Staff
413729,Harjit,Ernst,4/26/1992,4/26/1993,Technique Leader
413831,Mohamadou,Grabner,11/25/1991,11/24/1992,Senior Staff
413832,Marco,Jahnichen,3/28/1995,3/27/1996,Senior Staff
414027,Tadanori,Msuda,11/6/1988,11/6/1989,Engineer
414091,Wuxu,Kuhnemann,8/19/1997,8/19/1998,Engineer
414461,Somnath,Bierbaum,12/5/1996,12/5/1997,Senior Staff
414543,Bernd,Anick,11/19/1988,11/19/1989,Senior Engineer
414551,Elliott,Copas,9/13/1994,9/13/1995,Engineer
414662,Ipke,Schneeberger,9/20/1985,9/20/1986,Engineer
414714,Chinho,Delgrande,11/7/1996,11/7/1997,Senior Staff
414808,Aris,Sambasivam,2/21/1988,2/20/1989,Engineer
414814,Dayanand,Wielonsky,2/15/1999,2/15/2000,Staff
414897,Juyoung,Willoner,11/3/1989,11/3/1990,Senior Staff
414922,Prasadram,Piazza,6/5/1987,6/4/1988,Engineer
415187,Juyoung,Peltason,9/1/1998,9/1/1999,Assistant Engineer
415234,Ewing,Baak,10/5/1993,10/19/1993,Engineer
415338,Shigeo,Emmart,12/24/1995,12/23/1996,Assistant Engineer
415363,Conal,Shackell,1/25/1986,1/25/1987,Senior Staff
415563,Mrinalini,Bierbaum,3/12/1986,3/12/1987,Engineer
416074,Alain,Lieberherr,5/11/1987,5/10/1988,Engineer
416383,Nectarios,Itschner,3/2/1990,3/2/1991,Engineer
416420,Adamantios,Heemskerk,8/8/1986,8/8/1987,Senior Staff
416455,Laurentiu,Morton,12/21/1998,12/21/1999,Engineer
416492,Kannan,Meriste,8/12/1992,8/12/1993,Senior Engineer
416660,Nathalie,Luke,9/16/1987,9/15/1988,Assistant Engineer
416720,Tokuyasu,Xiaoshan,9/19/1991,9/18/1992,Engineer
416877,Gio,Orsini,12/7/1988,12/7/1989,Senior Staff
416892,Shooichi,Vandervoorde,8/16/1996,8/16/1997,Engineer
417128,Valeska,Rosenbaum,5/18/1994,5/18/1995,Senior Engineer
417435,Bouchung,Zaumen,1/29/1999,1/29/2000,Senior Staff
418239,Josyula,Motley,9/5/1992,9/5/1993,Senior Engineer
418247,Oscar,Oppitz,6/30/1995,6/29/1996,Senior Staff
418298,Arvin,Pusterhofer,3/2/1995,3/1/1996,Engineer
418309,Danel,Petereit,2/21/1985,2/21/1986,Engineer
418380,Kazuhiko,Gornas,5/20/1993,5/20/1994,Senior Engineer
418566,Kazuhide,Snedden,6/14/1996,6/14/1997,Senior Engineer
418606,Michaela,Otillio,1/5/1994,1/5/1995,Engineer
418689,Gino,Uehara,2/17/1988,2/16/1989,Senior Staff
418717,Arunachalam,Magliocco,12/23/1987,12/22/1988,Senior Staff
418860,Ymte,Dalton,11/22/1992,11/22/1993,Senior Staff
419099,Heon,Broomell,5/6/1998,5/6/1999,Staff
419388,Nikolaos,Bamford,2/25/1986,2/25/1987,Engineer
419953,Ung,Orlowski,7/22/1991,7/21/1992,Senior Staff
420086,Susuma,Kitsuregawa,5/28/1985,5/28/1986,Engineer
420476,Mariangiola,Bolsens,6/15/1985,6/15/1986,Senior Staff
420557,Mabhin,Eastman,8/2/1989,8/2/1990,Senior Staff
420599,Hidde,Riexinger,11/18/1986,11/18/1987,Engineer
420681,Atilio,Rajala,12/1/1999,11/30/2000,Technique Leader
420694,Frazer,Barbanera,11/4/1986,11/4/1987,Senior Staff
420732,Willard,Morrin,5/27/1996,5/27/1997,Senior Staff
420759,Raimond,Solovay,10/3/1997,10/3/1998,Staff
420765,Shawna,Krider,3/9/1990,3/9/1991,Senior Staff
420877,Khosrow,Erez,2/11/1990,2/11/1991,Senior Staff
420921,Niranjan,Lamba,11/16/1997,10/10/1998,Staff
421022,Shigeaki,Butner,7/13/1996,7/13/1997,Senior Staff
421033,Garnik,Randt,12/23/1989,12/23/1990,Senior Staff
421039,Aemilian,Zedlitz,12/23/1988,12/23/1989,Engineer
421074,Zhaofang,Falster,6/29/1994,6/29/1995,Senior Staff
421312,Mariangiola,Bashian,9/18/1999,9/17/2000,Engineer
421384,Renny,Bednarek,6/1/1987,5/31/1988,Senior Staff
421755,Shichao,Thiria,1/11/1989,1/11/1990,Assistant Engineer
422146,Kenton,Miara,5/14/1999,5/13/2000,Engineer
422263,Abdulah,Remmele,9/24/1992,9/24/1993,Staff
422450,Junichi,Rubsam,10/30/1988,10/29/1989,Senior Engineer
422783,Jagoda,Uhrig,9/1/1995,8/31/1996,Engineer
423038,Takushi,Strehl,10/4/1988,10/4/1989,Senior Staff
423204,Uma,Stranks,9/13/1991,9/12/1992,Senior Staff
423208,Joydip,Krone,2/8/1995,2/8/1996,Engineer
423214,Tsutomu,Tetzlaff,9/24/1987,9/23/1988,Senior Staff
423327,Constantijn,Lichtman,6/26/1994,6/26/1995,Senior Staff
423350,Heping,Monarch,4/15/1988,4/15/1989,Senior Staff
423516,Wojceich,Butterworth,8/29/1996,8/29/1997,Senior Engineer
423633,Mariusz,Tokunaga,2/11/1985,2/11/1986,Senior Engineer
423993,Seshu,Kolvik,12/9/1988,12/9/1989,Technique Leader
424569,Danco,Luff,10/30/1997,10/30/1998,Engineer
424584,Kagan,Dredge,2/26/1994,2/26/1995,Engineer
424685,Changho,Veevers,3/3/1997,3/2/1998,Senior Staff
424714,Nathan,Vendrig,8/20/1990,8/20/1991,Engineer
424797,Theron,Itschner,5/16/1985,5/16/1986,Senior Staff
424805,Jacqueline,Zallocco,12/17/1987,12/16/1988,Senior Staff
424845,Salvador,Peres,4/24/1995,4/23/1996,Staff
424930,Xuejun,Reeker,11/18/1988,11/18/1989,Senior Staff
424984,Vasilis,Waleschkowski,5/26/1996,5/26/1997,Engineer
425437,Moni,Staudhammer,3/23/1999,3/22/2000,Engineer
425535,Alagu,Vieri,8/23/1986,8/23/1987,Senior Staff
425540,Paddy,Zumaque,11/12/1995,11/11/1996,Senior Staff
425757,Yongdong,Jiang,10/13/1990,10/13/1991,Senior Staff
425780,Paris,Range,10/25/1989,10/25/1990,Senior Staff
425830,Guther,Conia,2/13/1999,2/13/2000,Engineer
425875,Jahangir,Kroft,6/11/1990,6/11/1991,Senior Staff
426153,Shahaf,Luce,4/6/1999,4/5/2000,Senior Staff
426168,Kaijung,Mateescu,11/18/1987,11/17/1988,Senior Staff
426228,Supot,Badache,8/17/1996,8/17/1997,Engineer
426235,Danco,Rajala,3/29/1991,3/28/1992,Senior Staff
426611,Serap,Bahi,5/15/1986,5/15/1987,Engineer
426644,Zejun,Broomell,1/19/1995,1/19/1996,Engineer
426683,Xudong,Muntz,3/8/1991,3/7/1992,Engineer
426706,Karsten,Kawashima,3/15/1994,3/15/1995,Engineer
426795,Huican,Lunn,7/23/1986,7/23/1987,Senior Staff
426818,Gaurav,Fendler,2/15/1992,2/14/1993,Senior Staff
426819,Sandeepan,Kulisch,5/16/1997,5/16/1998,Engineer
426824,Gopalakrishnan,Mawatari,10/29/1988,10/29/1989,Senior Staff
426958,Weijing,Viele,10/3/1985,10/3/1986,Engineer
427313,Utpal,Kemmerer,12/4/1986,12/4/1987,Senior Staff
427320,Mamdouh,Ramamoorthy,1/13/2000,1/12/2001,Senior Engineer
427332,Feiyu,Hemaspaandra,6/4/1995,6/3/1996,Staff
427571,Torsten,Ranta,12/11/1987,12/10/1988,Engineer
427659,Mariusz,Ritcey,3/16/1987,3/15/1988,Engineer
427776,Jaques,Navazio,4/4/1989,4/4/1990,Senior Staff
427805,Haldun,Compeau,10/15/1997,10/15/1998,Senior Staff
427823,Jaques,Gecsei,7/13/1999,7/12/2000,Staff
427852,Adil,Kieras,7/20/1992,7/20/1993,Senior Engineer
428082,Ronghao,Alpin,9/11/1991,9/10/1992,Senior Staff
428160,Jamaludin,Kalorkoti,7/14/1993,7/14/1994,Senior Staff
428195,Hatsukazu,Rosca,10/13/1986,10/13/1987,Senior Staff
428219,Ghassan,Androutsos,12/26/1987,12/25/1988,Senior Staff
428235,Chenyi,Demian,6/29/1988,6/29/1989,Senior Engineer
428294,Nimmagadda,Kusakari,9/29/1992,9/29/1993,Engineer
428917,Theron,Billawala,2/17/1989,2/17/1990,Assistant Engineer
429040,Bader,Detkin,10/24/1993,10/24/1994,Staff
429087,Hugh,Senzako,10/15/1992,10/15/1993,Technique Leader
429231,Kazuyasu,Schmiedel,9/7/1985,9/7/1986,Senior Staff
429238,Mona,Luck,5/11/1989,5/11/1990,Senior Staff
429249,Alassane,Wolniewicz,10/6/1986,10/6/1987,Engineer
429316,Seshu,Hiraishi,8/10/1994,8/10/1995,Senior Staff
429381,Limsoon,Roohalamini,11/26/1986,11/26/1987,Senior Staff
429419,Adas,Chinen,1/4/1993,1/4/1994,Senior Staff
429481,Subhada,Emmerich,3/6/1996,3/6/1997,Engineer
429520,Yongqiao,Francisci,12/1/1999,11/30/2000,Engineer
429532,Bartek,Vendrig,11/12/1991,11/11/1992,Senior Staff
429553,Tadanori,Fujisawa,8/7/1999,7/4/2000,Technique Leader
429569,Fumiya,Chappelet,9/3/1992,9/3/1993,Assistant Engineer
429703,Ung,Honglei,9/2/1986,9/2/1987,Senior Staff
429756,Jiann,Hofmeyr,2/3/1992,2/2/1993,Staff
429899,Ranan,Marsiglia,8/13/1999,8/12/2000,Staff
429954,Renny,Gladwell,2/27/1999,2/27/2000,Staff
430054,Erzsebet,Setiz,6/10/1993,6/10/1994,Engineer
430558,Xiong,Roisin,3/1/1988,3/1/1989,Engineer
430593,Janalee,Lanzelotte,12/1/1997,12/1/1998,Senior Staff
430631,Kersti,Marsiglia,2/19/1994,2/19/1995,Engineer
430891,Khalil,Gien,8/6/1991,8/5/1992,Senior Engineer
430981,Amabile,Koyama,7/25/1985,7/25/1986,Senior Staff
431353,Bedir,Reeken,2/17/1991,2/17/1992,Senior Staff
431576,Masamitsu,Back,3/25/1987,3/24/1988,Senior Staff
431657,Visit,Thiran,11/14/1986,11/14/1987,Engineer
431759,Alassane,Ramsay,11/5/1987,11/4/1988,Engineer
431882,Hideo,Varman,6/19/1997,6/19/1998,Engineer
431887,Poorav,Ranst,6/1/1996,6/1/1997,Senior Engineer
432031,Adamantios,Matzat,3/1/1987,2/29/1988,Senior Staff
432034,Arfst,Uehara,11/15/1993,11/15/1994,Senior Staff
432089,Irena,Gulla,12/30/1989,12/30/1990,Senior Engineer
432121,Alair,Straney,11/15/1986,11/15/1987,Senior Staff
432257,Kwangjo,Hiltgen,12/22/1998,12/22/1999,Engineer
432261,Arve,Bergere,7/28/1987,7/27/1988,Engineer
432399,Nitsan,Nollmann,9/10/1990,9/10/1991,Engineer
432523,Takahiro,Maquelin,7/21/1997,7/21/1998,Engineer
432665,Flemming,Driscoll,6/28/1991,6/27/1992,Engineer
432787,Toshiko,Ibel,11/23/1996,11/23/1997,Senior Engineer
432890,Nalini,Perly,3/7/1999,3/6/2000,Senior Engineer
432956,Qunsheng,Birrer,5/13/1986,5/13/1987,Senior Staff
433059,Bojan,Montresor,2/4/1995,2/4/1996,Staff
433157,Tomofumi,Serna,10/23/1999,10/22/2000,Staff
433260,Make,Olivero,6/1/1991,5/31/1992,Assistant Engineer
433438,Keiichiro,Miyakawa,9/12/1993,9/12/1994,Senior Staff
433465,Wonhee,Benveniste,12/21/1985,12/21/1986,Senior Staff
433640,Monique,Baer,12/12/1987,12/11/1988,Senior Staff
434384,Greger,Babb,11/6/1995,11/5/1996,Senior Staff
434845,Takushi,Skogmar,6/7/1985,6/7/1986,Senior Staff
434936,Sahrah,Rosis,6/24/1994,6/24/1995,Engineer
435026,Shim,Versino,8/20/1986,8/20/1987,Senior Engineer
435042,Brigham,Borstler,10/9/1995,10/8/1996,Staff
435060,Moie,Lieblein,7/12/1996,7/12/1997,Staff
435181,Kazuhide,Fiutem,5/10/1992,5/10/1993,Senior Staff
435226,Yinghua,Panwar,6/11/1994,6/11/1995,Senior Staff
435289,Feixiong,Schurmann,2/15/1987,2/15/1988,Senior Staff
435305,Berthier,Pramanik,1/23/1993,1/23/1994,Senior Staff
435357,Jaques,Standera,10/2/1997,3/11/1998,Engineer
435370,Conal,Basart,5/17/1991,5/16/1992,Senior Staff
435588,Genta,Pepe,4/12/1994,4/12/1995,Senior Staff
435602,Dietrich,Kranzdorf,10/4/1992,10/4/1993,Senior Staff
435664,Sham,Chiodo,7/28/1997,7/28/1998,Senior Engineer
435774,Olivera,Bharadwaj,4/1/1992,4/1/1993,Senior Staff
435791,Hercules,Speer,3/7/1994,3/7/1995,Engineer
436558,Subir,Greibach,5/24/1992,5/24/1993,Senior Engineer
436797,Ohad,Henders,11/3/1990,11/3/1991,Senior Staff
436827,Wojceich,Limongiello,3/10/1988,3/10/1989,Senior Staff
436915,Feixiong,Haraldson,10/11/1998,10/11/1999,Staff
437276,Dines,DeMori,12/7/1987,12/6/1988,Senior Staff
437369,Kazuhide,Biran,1/25/1995,1/25/1996,Senior Staff
437395,Sumant,Thambidurai,1/2/1994,1/2/1995,Senior Staff
437724,Erez,Luft,12/14/1994,12/14/1995,Staff
437870,Kerhong,Lorho,6/18/1995,6/17/1996,Staff
438038,Lena,Giaccio,3/17/1999,3/16/2000,Senior Staff
438158,Shaw,Varman,12/16/1994,12/16/1995,Senior Engineer
438264,Rasikan,Barreiro,9/27/1991,9/26/1992,Senior Staff
438557,Lidong,Swist,9/16/1999,9/15/2000,Engineer
438723,Charlene,Verspoor,3/16/1992,3/16/1993,Assistant Engineer
439377,Mari,Plessier,7/4/1997,7/4/1998,Senior Engineer
439905,Kousuke,Levasseur,3/16/1990,3/16/1991,Senior Staff
439924,Gunilla,Kisuki,8/14/1994,8/14/1995,Senior Staff
440325,Douadi,Sullins,9/25/1999,9/24/2000,Senior Staff
440435,Sandeepan,Rosti,11/26/1991,11/25/1992,Senior Engineer
440450,Tzvetan,Scharstein,6/16/1994,6/16/1995,Senior Staff
440642,Snehasis,Kalsbeek,1/6/1988,1/5/1989,Senior Staff
440870,Filipp,Hasham,7/11/1990,7/11/1991,Senior Staff
440937,Fabrizio,Usery,10/13/1992,10/13/1993,Senior Staff
440997,Manton,Schapiro,3/26/1991,3/25/1992,Senior Staff
441197,Miquel,Legleitner,6/28/1985,6/28/1986,Senior Staff
441536,Chinho,Collette,8/7/1990,8/7/1991,Senior Engineer
441651,Aimee,Billawala,2/20/1989,2/20/1990,Engineer
441954,Leszek,Marchegay,6/13/1999,6/12/2000,Engineer
441965,Claudi,Heijenga,8/30/1988,8/30/1989,Senior Staff
442002,Ravishankar,Baig,3/17/1992,3/17/1993,Senior Staff
442096,Martijn,DiGiano,6/15/1990,6/15/1991,Senior Engineer
442312,Zengping,Cusworth,6/7/1991,6/6/1992,Engineer
442490,Navid,Luke,10/17/1994,10/17/1995,Engineer
442653,Mona,Hebden,10/20/1995,10/19/1996,Engineer
442700,Siddarth,Masada,8/11/1997,8/11/1998,Staff
442704,Terresa,Milicia,5/24/1993,5/24/1994,Engineer
442898,Aksel,Gire,6/27/1999,6/26/2000,Engineer
443108,Christfried,Atrawala,7/13/1990,7/13/1991,Senior Staff
443339,Shir,Krone,10/2/1996,10/2/1997,Staff
443485,Marke,Klerer,4/14/1990,4/14/1991,Senior Staff
443632,Bernd,Conia,11/25/1999,11/24/2000,Staff
443841,Shaw,Kading,7/16/1992,7/16/1993,Senior Staff
443873,Vatsa,Ramsay,2/4/1994,2/4/1995,Senior Staff
444070,Heping,Skrikant,11/27/1990,11/27/1991,Senior Staff
444099,Kousuke,Worfolk,3/22/1988,3/22/1989,Senior Staff
444208,Irena,Cesareni,10/30/1985,10/30/1986,Senior Staff
444228,Xinglin,Busillo,10/8/1998,6/11/1999,Senior Engineer
444465,Prasadram,Bultermann,8/29/1997,8/29/1998,Senior Engineer
444487,Udi,Rullman,4/9/1994,4/9/1995,Senior Engineer
444643,Berna,Schonegge,6/28/1998,6/28/1999,Staff
445067,Eldridge,Kawashima,2/27/1990,2/27/1991,Engineer
445152,Heping,Peac,3/20/1985,3/20/1986,Senior Staff
445201,Randi,Alblas,5/2/1992,5/2/1993,Staff
445226,Oscar,Baumann,1/22/1987,1/22/1988,Engineer
445456,Apostol,Gruenwald,8/4/1998,8/4/1999,Engineer
445514,Tuval,Albarhamtoshy,9/24/1990,9/24/1991,Technique Leader
445570,Van,Nations,8/11/1986,8/11/1987,Technique Leader
445723,Gaurav,Roison,10/22/1986,10/22/1987,Staff
445941,Masako,Dechter,9/25/1985,9/25/1986,Technique Leader
445950,Ebru,Valtorta,12/9/1992,12/9/1993,Engineer
446121,Fay,Cochrane,12/13/1999,12/12/2000,Staff
446306,Hercules,Kabayashi,6/10/1991,6/9/1992,Senior Engineer
446424,DAIDA,Nooteboom,11/24/1985,11/24/1986,Engineer
446785,Yuping,Papastamatiou,8/30/1988,8/30/1989,Engineer
446897,Takahiro,Dalton,9/30/1992,9/30/1993,Technique Leader
446959,Aram,Passino,1/28/1995,1/28/1996,Senior Engineer
447018,Dannz,Miara,12/4/1992,12/4/1993,Engineer
447135,Gennady,Rouquie,8/24/1989,8/24/1990,Senior Staff
447191,Dmitri,Rousseau,6/19/1995,6/18/1996,Engineer
447232,Aleksander,Schaaf,5/26/1995,5/25/1996,Senior Staff
447290,Maria,Miculan,4/12/1993,4/12/1994,Engineer
447376,Kirk,Zongker,12/10/1999,12/9/2000,Staff
447544,Stabislas,Kakkad,2/19/1989,2/19/1990,Senior Staff
447599,Heeju,Kemmerer,12/26/1991,12/25/1992,Technique Leader
447613,Paris,Restivo,11/21/1986,11/21/1987,Engineer
447877,Make,Heuser,7/2/1988,7/2/1989,Engineer
447931,Martijn,Jeong,12/14/1990,12/14/1991,Senior Staff
447966,Kamakshi,Hebert,1/17/1997,1/17/1998,Engineer
447982,Shiv,Baezner,12/17/1990,12/17/1991,Engineer
447999,Shiv,Vilarrasa,8/1/1990,8/1/1991,Engineer
448165,Anyuan,Schwaller,8/31/1993,8/31/1994,Senior Staff
448769,Mong,Dichev,10/11/1997,10/11/1998,Technique Leader
448900,Mart,Talmor,5/11/1999,5/10/2000,Staff
448918,Chiradeep,Arlazarov,10/6/1989,10/6/1990,Engineer
448994,Haldun,Syang,2/11/1997,2/11/1998,Staff
449189,Jahangir,Bernatsky,9/30/1995,9/29/1996,Senior Staff
449815,Fumitaka,Quittner,4/20/1988,4/20/1989,Senior Staff
449966,Mabry,Knightly,1/4/1994,1/4/1995,Staff
449984,Hinrich,Perin,11/20/1985,11/20/1986,Engineer
